item,label,subject,matched_term
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1201033564,Venere riceve da Giove l'aiuto di Mercurio per i suoi progetti (dipinto) di Novelli Pietro Antonio (sec. XVIII),Venere riceve da Giove l'aiuto di Mercurio per i suoi progetti,"['Venere', 'Giove', 'Mercurio']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0800083394,"Venere si lamenta con Giove assiso nell'Olimpo tra tutti gli dei; elementi decorativi (stampa) by Audran Gérard, Pietro da Cortona (sec. XVII)",Venere si lamenta con Giove assiso nell'Olimpo tra tutti gli dei; elementi decorativi,"['Venere', 'Giove', 'Olimpo']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500394125,"rilievo con Venere che regge con una mano grano e melograni ed iscrizionelatina dedicatoria/ gruppo scultoreo con Giunone ed attributi iconograficied iscrizione latina dedicatoria (stampa controfondata) by Campana Vincenzo, Guerra Giuseppe (ultimo quarto sec. XVIII)",rilievo con Venere che regge con una mano grano e melograni ed iscrizionelatina dedicatoria/ gruppo scultoreo con Giunone ed attributi iconograficied iscrizione latina dedicatoria,"['Venere', 'Giunone']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1200237799-13,Venere e Giunone (?) (dipinto) - ambito romano (seconda metà sec. XVI),Venere e Giunone (?),"['Venere', 'Giunone']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0500328793A-0,Venere offre in prestito la sua cintura a Giunone (dipinto) by Cignaroli Giambettino (sec. XVIII),Venere offre in prestito la sua cintura a Giunone,"['Venere', 'Giunone']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900475944,"Venere accompagnata dalle tre Grazie, dagli amorini e dalle Ore (stampa, elemento d'insieme) by Ferroverde Filippo (sec. XVII)","Venere accompagnata dalle tre Grazie, dagli amorini e dalle Ore","['Venere', 'Grazie', 'Ore']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1100140000,Bagno di Venere e Marte (disegno) - ambito marchigiano (fine sec. XVI),Bagno di Venere e Marte,"['Venere', 'Marte']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0300619744,"Macchina scenica per la rappresentazione della nascita di un figlio di Venere e Marte (stampa) di Le Lorrain Louis Joseph, Le Lorrain Louis Joseph (sec. XVIII)",Macchina scenica per la rappresentazione della nascita di un figlio di Venere e Marte,"['Venere', 'Marte']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1700033191,Venere e Marte (dipinto) by Liani Francesco (attribuito) (terzo quarto sec. XVIII),Venere e Marte,"['Venere', 'Marte']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900289457,Venere e Marte (matrice) di Paoletti Bartolomeo (sec. XVIII),Venere e Marte,"['Venere', 'Marte']"
