entity,name,aka,description
http://www.wikidata.org/entity/Q24055258,Idmone,,"personaggio della mitologia greca, padre di Aracne"
http://www.wikidata.org/entity/Q15406656,Idmone,,"personaggio della mitologia greca, figlio di Egitto"
http://www.wikidata.org/entity/Q570434,Idomeneo,,re di Creta nella mitologia greca
http://www.wikidata.org/entity/Q13419376,Idomeneo,,"personaggio della mitologia greca, figlio di Priamo"
http://www.wikidata.org/entity/Q12876784,Idotea,,"personaggio della mitologia greca, figlia di Eurito"
http://www.wikidata.org/entity/Q170379,Idra di Lerna,Idra,creatura dell'antica mitologia greca
http://www.wikidata.org/entity/Q5752987,Iera,,amazzone della mitologia greca
http://www.wikidata.org/entity/Q12900350,Iera,,Nereide della mitologia greca
http://www.wikidata.org/entity/Q25396652,Ierace,,
http://www.wikidata.org/entity/Q3792150,Ifeo,,
http://www.wikidata.org/entity/Q696330,Ifi,,"re di Argo nella mitologia greca, figlio di Alettore"
http://www.wikidata.org/entity/Q1889919,Ifi,,"personaggio della mitologia greca, figlia di Ligdo"
http://www.wikidata.org/entity/Q22965471,Ifi,,"personaggio della mitologia greca, figlia di Peneo"
http://www.wikidata.org/entity/Q11926420,Ifi,,"personaggio della mitologia greca, figlio di Stenelo"
http://www.wikidata.org/entity/Q1611657,Ifi,,"personaggio della mitologia greca, pastore rifiutato da Anassarete"
http://www.wikidata.org/entity/Q91126530,Ifi,,
http://www.wikidata.org/entity/Q28362963,Ifianassa,,"personaggio della mitologia greca, figlia di Agamennone e Clitennestra, confusa con Ifigenia in molte fonti antiche"
http://www.wikidata.org/entity/Q3792157,Ifianassa,,"personaggio della mitologia greca, figlia di Preto"
http://www.wikidata.org/entity/Q76824805,Ifianassa,,
http://www.wikidata.org/entity/Q124823433,Ifianassa,,
http://www.wikidata.org/entity/Q12878265,Ifianira,,"personaggio della mitologia greca, figlia di Megapente e moglie di Melampo"
http://www.wikidata.org/entity/Q738862,Ificlo,Ificle,"personaggio della mitologia greca, figlio di Anfitrione"
http://www.wikidata.org/entity/Q12872578,Ificlo,,"re di Creta nella mitologia greca, figlio di Idomeneo"
http://www.wikidata.org/entity/Q1525379,Ificlo,,"personaggio della mitologia greca, figlio di Filaco"
http://www.wikidata.org/entity/Q4205397,Ificlo,,"personaggio della mitologia greca, figlio di Testio"
http://www.wikidata.org/entity/Q12872574,Ificlo di Rodi,,eroe della mitologia greca
http://www.wikidata.org/entity/Q29788383,Ifidamante,,"personaggio della mitologia greca, figlio di Pelia"
http://www.wikidata.org/entity/Q2497780,Ifidamante,,"personaggio della mitologia greca, figlio di Antenore"
http://www.wikidata.org/entity/Q1672201,Ifidamia,,"personaggio della mitologia greca, figlia di Triopa re di Tessaglia"
http://www.wikidata.org/entity/Q192673,Ifigenia,,"personaggio della mitologia greca, figlia di Agamennone e Clitennestra"
http://www.wikidata.org/entity/Q15617990,Ifimedusa,,"personaggio della mitologia greca, figlia di Danao"
http://www.wikidata.org/entity/Q12878271,Ifinoe,,"personaggio della mitologia greca, figlia di Niso re di Megara"
http://www.wikidata.org/entity/Q12878269,Ifinoe,,"personaggio della mitologia greca, figlia di Alceo e nipote di Pelope"
http://www.wikidata.org/entity/Q12878274,Ifinoe,,"personaggio della mitologia greca, figlia di Preto"
http://www.wikidata.org/entity/Q27056217,Ifinoe,,"personaggio della mitologia greca, madre di Dedalo"
http://www.wikidata.org/entity/Q107315591,Ifinoe,,"personaggio della mitologia greca, figlia di Alcatoo"
http://www.wikidata.org/entity/Q3792189,Ifinoo,,
http://www.wikidata.org/entity/Q126087412,Ifinoo,,
http://www.wikidata.org/entity/Q12752441,Ifitea,,
http://www.wikidata.org/entity/Q3792190,Ifitione,Ifizione,
http://www.wikidata.org/entity/Q6065114,Ifito,,Amazzone nella mitologia greca
http://www.wikidata.org/entity/Q2731769,Ifito,,"personaggio della mitologia greca, figlio di Naubolo"
http://www.wikidata.org/entity/Q2731775,Ifito,,"personaggio della mitologia greca, padre di Archeptolemo"
http://www.wikidata.org/entity/Q1672196,Ifito,,"personaggio della mitologia greca, figlio di Eurito, re di Ecalia"
http://www.wikidata.org/entity/Q2298655,Ifito di Elide,,
http://www.wikidata.org/entity/Q1635169,Iftime,,"personaggio della mitologia greca, figlia di Icario"
http://www.wikidata.org/entity/Q332752,Ila,,personaggio della mitologia greca
http://www.wikidata.org/entity/Q28113345,Ileo,,centauro della mitologia greca
http://www.wikidata.org/entity/Q383960,Ilera,,"personaggio della mitologia greca, figlia di Leucippo"
http://www.wikidata.org/entity/Q1658551,Iliona,,
http://www.wikidata.org/entity/Q11711658,Ilioneo,,"personaggio della mitologia greca, figlio di Niobe"
http://www.wikidata.org/entity/Q3796432,Ilioneo,,"personaggio della mitologia greca, troiano"
http://www.wikidata.org/entity/Q1258941,Illirio,,
http://www.wikidata.org/entity/Q847268,Illo,,"personaggio della mitologia greca, figlio di Eracle e di Deianira"
http://www.wikidata.org/entity/Q41505034,Illo,,
http://www.wikidata.org/entity/Q638979,Ilo,,"re di Dardania nella mitologia greca, figlio di Dardano e di Batea"
http://www.wikidata.org/entity/Q20064555,Ilo,,"personaggio della mitologia greca, figlio di Mermero"
http://www.wikidata.org/entity/Q1495743,Ilo,,"fondatore di Troia nella mitologia greca, figlio di Troo"
http://www.wikidata.org/entity/Q391070,Ilonome,,centauressa
http://www.wikidata.org/entity/Q17335261,Imbraso,,padre di Piroo nella mitologia greca
http://www.wikidata.org/entity/Q3796598,Imbrio,,personaggio dell'Iliade
http://www.wikidata.org/entity/Q10534686,Imbro,,"personaggio della mitologia greca, figlio di Egitto"
http://www.wikidata.org/entity/Q10299241,Imera,Emera,"personaggio della mitologia greca, sorella di Memnone"
http://www.wikidata.org/entity/Q12766862,Imero,,"personaggio della mitologia greca, figlio di Lacedemone"
http://www.wikidata.org/entity/Q1659824,Imeusimos,,
http://www.wikidata.org/entity/Q4200286,Immarado,,
http://www.wikidata.org/entity/Q32859425,Imno,,
http://www.wikidata.org/entity/Q13419473,Inaco,,re di Sicione nella mitologia greca
http://www.wikidata.org/entity/Q18340488,Indo,,re di Scizia nella mitologia greca
http://www.wikidata.org/entity/Q18340494,Indo,,eroe indiano nella mitologia greca
http://www.wikidata.org/entity/Q223690,Ino,Leucotea,"personaggio della mitologia greca, figlia di Cadmo e Armonia"
http://www.wikidata.org/entity/Q1456409,Iobate,,re di Licia nella mitologia greca
http://www.wikidata.org/entity/Q12878452,Iobes,,
http://www.wikidata.org/entity/Q4202635,Iodama,Iodame,"personaggio della mitologia greca, figlia di Itono"
http://www.wikidata.org/entity/Q504076,Iolao,,personaggio della mitologia greca
http://www.wikidata.org/entity/Q744147,Iole,,personaggio della mitologia greca
http://www.wikidata.org/entity/Q11728137,Ione,,re di Eubea nella mitologia greca
http://www.wikidata.org/entity/Q853462,Ione,Iono,personaggio della mitologia greca
http://www.wikidata.org/entity/Q50312675,Ionio,,
http://www.wikidata.org/entity/Q22905890,Iopa,,
http://www.wikidata.org/entity/Q12872565,Iops,,eroe locale venerato a Sparta
http://www.wikidata.org/entity/Q16328136,Iosso,Ioxo,
http://www.wikidata.org/entity/Q3801478,Ipeiroco,,"guerriero troiano, figura mitologica"
http://www.wikidata.org/entity/Q63489064,Iperanto,,"personaggio della mitologia greca, figlio di Egitto"
http://www.wikidata.org/entity/Q12760862,Iperasio,,"personaggio della mitologia greca, padre di Anfione"
http://www.wikidata.org/entity/Q21064700,Iperbio,,"personaggio della mitologia greca, guerriero tebano"
http://www.wikidata.org/entity/Q15130985,Iperbio,,"personaggio della mitologia greca, figlio di Egitto"
http://www.wikidata.org/entity/Q109570415,Iperbio,,
http://www.wikidata.org/entity/Q12767272,Iperenore,,"personaggio della mitologia greca, uno degli Sparti"
http://www.wikidata.org/entity/Q3801505,Iperenore,,"personaggio della mitologia greca, figlio di Pantoo"
http://www.wikidata.org/entity/Q21548810,Iperete,,"personaggio della mitologia greca, figlio di Poseidone"
http://www.wikidata.org/entity/Q5958467,Iperfate,,"personaggio della mitologia greca, padre di Eurigania e Eurianassa"
http://www.wikidata.org/entity/Q17115343,Iperione,,"personaggio della mitologia greca, figlio di Priamo"
http://www.wikidata.org/entity/Q21548813,Iperippe,,"personaggio della mitologia greca, figlia di Munico"
http://www.wikidata.org/entity/Q12885610,Iperippe,,"personaggio della mitologia greca, figlia di Danao"
http://www.wikidata.org/entity/Q472784,Ipermestra,Ipermnestra,"personaggio della mitologia greca, figlia di Danao"
http://www.wikidata.org/entity/Q1641030,Ipermestra,Ipermnestra,"personaggio della mitologia greca, figlia di Testio"
http://www.wikidata.org/entity/Q15816312,Ipiroco,,"personaggio della mitologia greca, figlio di Priamo"
http://www.wikidata.org/entity/Q125426183,Ipiroco,,
http://www.wikidata.org/entity/Q108597431,Ippalce,,
http://www.wikidata.org/entity/Q18412433,Ippalcimo,,"personaggio della mitologia greca, figlio di Itono"
http://www.wikidata.org/entity/Q3801661,Ippalco,Ippalcmo,"personaggio della mitologia greca, figlio di Pelope"
http://www.wikidata.org/entity/Q11925672,Ippaso,,"personaggio della mitologia greca, figlio di Ceice"
http://www.wikidata.org/entity/Q125157191,Ippaso,,"personaggio della mitologia greca, padre di Carope e Soco"
http://www.wikidata.org/entity/Q125170819,Ippaso,,"personaggio della mitologia greca, padre di Ipsenore"
http://www.wikidata.org/entity/Q125170864,Ippaso,,"personaggio della mitologia greca, padre di Apisaone"
http://www.wikidata.org/entity/Q125246596,Ippaso,,"personaggio della mitologia greca, padre di Eufranore"
http://www.wikidata.org/entity/Q125246617,Ippaso,,"personaggio della mitologia greca, padre di Agelao"
http://www.wikidata.org/entity/Q124628857,Ippaso,,centauro nella mitologia greca
http://www.wikidata.org/entity/Q3801670,Ippaso,,"personaggio della mitologia greca, figlio di Leucippe"
http://www.wikidata.org/entity/Q18412438,Ippe,,"personaggio della mitologia greca, figlia di Antippo e moglie di Elato"
http://www.wikidata.org/entity/Q1373648,Ippe,,"personaggio della mitologia greca, figlia di Chirone"
http://www.wikidata.org/entity/Q12760864,Ippeo,,"personaggio della mitologia greca, figlio di Eracle"
http://www.wikidata.org/entity/Q135482356,Ippio,,"personaggio della mitologia greca, figlio di Eurinomo"
http://www.wikidata.org/entity/Q106879762,Ippo,,
http://www.wikidata.org/entity/Q342279,Ippocoonte,,"re di Sparta nella mitologia greca, figlio di Ebalo"
http://www.wikidata.org/entity/Q27700370,Ippocoonte,,"personaggio della mitologia greca, cugino e consigliere di Reso"
http://www.wikidata.org/entity/Q1619987,Ippocoonte,,"personaggio della mitologia greca, padre di Zeuxippe"
http://www.wikidata.org/entity/Q1619985,Ippocoonte,,personaggio della mitologia classica
http://www.wikidata.org/entity/Q1619989,Ippocoonte,,"personaggio della mitologia greca, padre di Neleo"
http://www.wikidata.org/entity/Q15113335,Ippocoriste,,figlio di Egitto
http://www.wikidata.org/entity/Q60544275,Ippocrate,,
http://www.wikidata.org/entity/Q38016062,Ippodamante,,"personaggio della mitologia greca, padre di Perimele"
http://www.wikidata.org/entity/Q15815634,Ippodamante,,"personaggio della mitologia greca, figlio di Acheloo"
http://www.wikidata.org/entity/Q15736237,Ippodamante,,"personaggio della mitologia greca, figlio di Priamo"
http://www.wikidata.org/entity/Q17379665,Ippodamante,,"personaggio dell'Iliade, giovane troiano auriga di Demoleonte"
http://www.wikidata.org/entity/Q328354,Ippodamia,"Hippodameia, Hippodamia","personaggio della mitologia greca, figlia di Enomao e moglie di Pelope"
http://www.wikidata.org/entity/Q29654315,Ippodamia,,"personaggio della mitologia greca, moglie di Autonoo"
http://www.wikidata.org/entity/Q15121256,Ippodamia,,"personaggio della mitologia greca, figlia di Anchise e moglie di Alcatoo figlio di Esiete"
http://www.wikidata.org/entity/Q2468258,Ippodamia,,"personaggio della mitologia greca, figlia di Bute, moglie di Piritoo"
http://www.wikidata.org/entity/Q15631134,Ippodamia,,"personaggio della mitologia greca, figlia di Danao, moglie di Diocoriste"
http://www.wikidata.org/entity/Q15613794,Ippodamia,,"personaggio della mitologia greca, figlia di Danao, moglie di Istro"
http://www.wikidata.org/entity/Q124834581,Ippodamia,,
http://www.wikidata.org/entity/Q3801683,Ippodamo,,
http://www.wikidata.org/entity/Q12878181,Ippodice,,figlia di Danao
http://www.wikidata.org/entity/Q210303,Ippolita,,regina delle Amazzoni nella mitologia greca
http://www.wikidata.org/entity/Q338201,Ippolito,,"personaggio della mitologia greca, figlio di Teseo"
http://www.wikidata.org/entity/Q15631159,Ippolito,,"personaggio della mitologia greca, figlio di Egitto"
http://www.wikidata.org/entity/Q1537937,Ippolito,,re di Sicione nella mitologia greca
http://www.wikidata.org/entity/Q16641866,Ippoloco,,"personaggio della mitologia greca, figlio di Antimaco"
http://www.wikidata.org/entity/Q3135998,Ippoloco,,"personaggio della mitologia greca, figlio di Bellerofonte"
http://www.wikidata.org/entity/Q3136168,Ippomaco,,personaggio omerico dell'Iliade
http://www.wikidata.org/entity/Q125246933,Ippomedonte,,"personaggio della mitologia greca, figlio di Ippaso"
http://www.wikidata.org/entity/Q976463,Ippomedonte,,"personaggio della mitologia greca, figlio di Talao"
http://www.wikidata.org/entity/Q15631138,Ippomedusa,,"personaggio della mitologia greca, figlia di Danao"
http://www.wikidata.org/entity/Q1455747,Ippomene,,"personaggio della mitologia greca, sposo di Atalanta"
http://www.wikidata.org/entity/Q12900271,Ipponoe,,Nereide della mitologia greca
http://www.wikidata.org/entity/Q1271565,Ipponome,,"personaggio della mitologia greca, figlia di Meneceo"
http://www.wikidata.org/entity/Q246663,Ipponoo,,"personaggio della mitologia greca, figlio di Priamo"
http://www.wikidata.org/entity/Q1269165,Ipponoo,,re di Oleno nella mitologia greca
http://www.wikidata.org/entity/Q120540701,Ipponoo,,"personaggio della mitologia greca, figlio di Eracle"
http://www.wikidata.org/entity/Q56255638,Ipponoo,,
http://www.wikidata.org/entity/Q3136179,Ippote,,"personaggio della mitologia greca, padre di Eolo"
http://www.wikidata.org/entity/Q3801762,Ippote,,"personaggio della mitologia greca, figlio di Creonte"
http://www.wikidata.org/entity/Q1620063,Ippote,,"personaggio della mitologia greca, figlio di Filante"
http://www.wikidata.org/entity/Q3801764,Ippotione,,
http://www.wikidata.org/entity/Q12900273,Ippotoe,,Nereide della mitologia greca
http://www.wikidata.org/entity/Q1496858,Ippotoe,,"personaggio della mitologia greca, figlia di Pelia"
http://www.wikidata.org/entity/Q1620067,Ippotoe,,"personaggio della mitologia greca, figlia di Mestore"
http://www.wikidata.org/entity/Q120542605,Ippotoe,,
http://www.wikidata.org/entity/Q15058977,Ippotoo,,"personaggio della mitologia greca, figlio di Ippocoonte"
http://www.wikidata.org/entity/Q15073808,Ippotoo,,"personaggio della mitologia greca, figlio di Egitto"
http://www.wikidata.org/entity/Q3136176,Ippotoo,,"personaggio della mitologia greca, figlio di Priamo"
http://www.wikidata.org/entity/Q1304531,Ippotoo,Ippotoonte,"re di Eleusi nella mitologia greca, figlio di Poseidone"
http://www.wikidata.org/entity/Q3801765,Ippotoo,,"personaggio della mitologia greca, figlio di Leto"
http://www.wikidata.org/entity/Q4138835,Ippotoo,,"re di Arcadia nella mitologia greca, figlio di Cercione"
http://www.wikidata.org/entity/Q125874366,Ippotoo,,
http://www.wikidata.org/entity/Q60544229,Ippozigo,,
http://www.wikidata.org/entity/Q44417752,Ipsenore,,"personaggio della mitologia greca, sacerdote troiano figlio di Dolopione"
http://www.wikidata.org/entity/Q1179038,Ipseo,,"re dei Lapiti nella mitologia greca, figlio di Peneo"
http://www.wikidata.org/entity/Q111283337,Ipseo,,
http://www.wikidata.org/entity/Q775296,Ipsipile,,personaggio della mitologia greca
http://www.wikidata.org/entity/Q5898457,Ipso,,
http://www.wikidata.org/entity/Q106541037,Ireo,,
http://www.wikidata.org/entity/Q3144437,Irie,Tiria,"personaggio della mitologia greca, madre di Cicno"
http://www.wikidata.org/entity/Q1817912,Irieo,,re di Iria nella mitologia greca
http://www.wikidata.org/entity/Q1641568,Irmine,,
http://www.wikidata.org/entity/Q830706,Irneto,,"personaggio della mitologia greca, moglie di Deifonte"
http://www.wikidata.org/entity/Q38795854,Iro,,"personaggio della mitologia greca, figlio di Attore"
http://www.wikidata.org/entity/Q1539642,Irtaco,,personaggio della mitologia greca
http://www.wikidata.org/entity/Q3802146,Irtio,Irzio,
http://www.wikidata.org/entity/Q3155123,Isandro,,
http://www.wikidata.org/entity/Q24055300,Ischeno,,
http://www.wikidata.org/entity/Q2479189,Ischi,,"personaggio della mitologia greca, figlio di Elato e amante di Coronide"
http://www.wikidata.org/entity/Q29788414,Ischilla,,"personaggio della mitologia greca, figlia di Mirmidone"
http://www.wikidata.org/entity/Q12878193,Isea,,"personaggio della mitologia greca, figlia di Agenore e moglie di Egitto"
http://www.wikidata.org/entity/Q122066765,Ismandes,,
http://www.wikidata.org/entity/Q16328105,Ismaro,,"personaggio della mitologia greca, figlio di Eumolpo"
http://www.wikidata.org/entity/Q1674360,Ismaro,,"personaggio della mitologia greca, figlio di Astaco"
http://www.wikidata.org/entity/Q753902,Ismene,,"personaggio della mitologia greca, figlia di Edipo e Giocasta"
http://www.wikidata.org/entity/Q15543628,Ismene,,"personaggio della mitologia greca, figlia di Asopo"
http://www.wikidata.org/entity/Q122004614,Ismenio,,"personaggio della mitologia greca, padre di Lino"
http://www.wikidata.org/entity/Q11714191,Ismeno,,"personaggio della mitologia greca, figlio di Niobe"
http://www.wikidata.org/entity/Q20100759,Ismeno,,
http://www.wikidata.org/entity/Q3155610,Iso,,
http://www.wikidata.org/entity/Q1237345,Isonoe,Esione,"personaggio della mitologia greca, figlia di Danao"
http://www.wikidata.org/entity/Q5898700,Ispalo,,
http://www.wikidata.org/entity/Q5772653,Ispano,,
http://www.wikidata.org/entity/Q271891,Issione,,re dei Lapiti nella mitologia greca
http://www.wikidata.org/entity/Q1676086,Issione,,"re di Corinto nella mitologia greca, figlio di Alete"
http://www.wikidata.org/entity/Q12878200,Istmiade,,
http://www.wikidata.org/entity/Q17516332,Istmio,,"personaggio della mitologia greca, figlio di Temeno"
http://www.wikidata.org/entity/Q1638693,Istmio,,"personaggio della mitologia greca, figlio di Glauco"
http://www.wikidata.org/entity/Q15613793,Istro,,"personaggio della mitologia greca, figlio di Egitto"
http://www.wikidata.org/entity/Q109425684,Ita,Itasse,
http://www.wikidata.org/entity/Q12872556,Itaco,,
http://www.wikidata.org/entity/Q2722978,Italo,Re Italo,eroe mitologico
http://www.wikidata.org/entity/Q16328228,Itemene,Itemeneo,
http://www.wikidata.org/entity/Q1675360,Iti,,"personaggio della mitologia greca, figlio di Tereo"
http://www.wikidata.org/entity/Q1675357,Itilo,,"personaggio della mitologia greca, figlio di Zeto"
http://www.wikidata.org/entity/Q12878261,Itimoneo,,
http://www.wikidata.org/entity/Q17635079,Itono,,"personaggio della mitologia greca, figlio di Beoto"
http://www.wikidata.org/entity/Q4205332,Itono,,"personaggio della mitologia greca, figlio di Anfizione"
http://www.wikidata.org/entity/Q1676112,Iunce,"Iynx, Iunge",ninfa della mitologia greca
http://www.wikidata.org/entity/Q1604113,La casa del tesoro di Rhampsinit,,antico testo egizio
http://www.wikidata.org/entity/Q4251796,Laas,,"personaggio della mitologia greca, figlio di Metis"
http://www.wikidata.org/entity/Q6466840,Labda,,madre di Cipselo
http://www.wikidata.org/entity/Q847005,Labdaco,,"Personaggio della mitologia greca, fu un re di Tebe"
http://www.wikidata.org/entity/Q3825198,Labrando,,
http://www.wikidata.org/entity/Q1065774,Lacedemone,,"re di Sparta nella mitologia greca, figlio di Zeus e Taigete"
http://www.wikidata.org/entity/Q962546,Lacestade,,re di Sicione nella mitologia greca
http://www.wikidata.org/entity/Q12880082,Lacinio,,
http://www.wikidata.org/entity/Q4253285,Lacio,,personaggio della mitologia greca
http://www.wikidata.org/entity/Q19715321,Lacone,,
http://www.wikidata.org/entity/Q106461691,Ladoco,,
http://www.wikidata.org/entity/Q274600,Ladone,,creatura dell'antica mitologia greca
http://www.wikidata.org/entity/Q748296,Laerte,,personaggio della mitologia greca
http://www.wikidata.org/entity/Q12880070,Laia,,"re di Elide nella mitologia greca, figlio di Ossilo"
http://www.wikidata.org/entity/Q463898,Laio,,"personaggio della mitologia greca, padre di Edipo"
http://www.wikidata.org/entity/Q16328326,Lamache,,
http://www.wikidata.org/entity/Q1801511,Lamedonte,,"re di Sicione nella mitologia greca, figlio di Corono"
http://www.wikidata.org/entity/Q200073,Lamia,"Empuse, Lamie",personaggio della mitologia greca
http://www.wikidata.org/entity/Q16328054,Lamo,,
http://www.wikidata.org/entity/Q21095226,Lamo,,
http://www.wikidata.org/entity/Q2919160,Lampedo,,regina delle Amazzoni nella mitologia greca
http://www.wikidata.org/entity/Q3826536,Lampeto,,personaggio della mitologia greca
http://www.wikidata.org/entity/Q15303768,Lampo,,"personaggio della mitologia greca, figlio di Egitto"
http://www.wikidata.org/entity/Q12879977,Lampo,,"personaggio della mitologia greca, figlio di Laomedonte"
http://www.wikidata.org/entity/Q1801762,Lanassa,,"personaggio della mitologia greca, figlia di Cleodeo e moglie di Neottolemo"
http://www.wikidata.org/entity/Q12754448,Laocoonte,,"personaggio della mitologia greca, uno degli Argonauti"
http://www.wikidata.org/entity/Q22878,Laocoonte,,"personaggio della mitologia greca, sacerdote di Apollo a Troia"
http://www.wikidata.org/entity/Q125885617,Laocrito,Leocrito,"personaggio della mitologia greca, figlio di Evenore"
http://www.wikidata.org/entity/Q765456,Laodamante,,"re di Tebe nella mitologia greca, figlio di Eteocle"
http://www.wikidata.org/entity/Q43305145,Laodamante,,"personaggio della mitologia greca, figlio di Ettore"
http://www.wikidata.org/entity/Q5969992,Laodamante,,"personaggio della mitologia greca, figlio di Alcinoo"
http://www.wikidata.org/entity/Q48807563,Laodamante,,
http://www.wikidata.org/entity/Q754476,Laodamia,,"personaggio della mitologia greca, figlia di Acasto, moglie di Protesilao"
http://www.wikidata.org/entity/Q12770183,Laodamia,,"personaggio della mitologia greca, moglie di Tieste"
http://www.wikidata.org/entity/Q1624175,Laodamia,,"personaggio della mitologia greca, figlia di Alcmeone"
http://www.wikidata.org/entity/Q1805698,Laodamia,,"personaggio della mitologia greca, figlia di Amicla"
http://www.wikidata.org/entity/Q1601938,Laodamia,,"personaggio della mitologia greca, figlia di Bellerofonte"
http://www.wikidata.org/entity/Q419115,Laodice,,"personaggio della mitologia greca, figlia di Agamennone"
http://www.wikidata.org/entity/Q419120,Laodice,,"personaggio della mitologia greca, figlia di Cinira"
http://www.wikidata.org/entity/Q1178583,Laodice,,"personaggio della mitologia greca, figlia di Priamo"
http://www.wikidata.org/entity/Q1428619,Laodice,,"personaggio della mitologia greca, figlia di Cicno"
http://www.wikidata.org/entity/Q1805706,Laodice,,"personaggio della mitologia greca, figlia di Aloeo"
http://www.wikidata.org/entity/Q1805704,Laodice,,"personaggio della mitologia greca, amante di Poseidone"
http://www.wikidata.org/entity/Q1805705,Laodice,,"personaggio della mitologia greca, figlia di Agapenore"
http://www.wikidata.org/entity/Q1549860,Laodice,,"personaggio della mitologia greca, figlia di Icario"
http://www.wikidata.org/entity/Q14601860,Laodoco,,"personaggio della mitologia greca, figlio di Antenore"
http://www.wikidata.org/entity/Q14601881,Laodoco,,"personaggio della mitologia greca, figlio di Priamo"
http://www.wikidata.org/entity/Q14601907,Laodoco,,"personaggio della mitologia greca, figlio di Apollo"
http://www.wikidata.org/entity/Q14602040,Laofonte,,
http://www.wikidata.org/entity/Q16328342,Laogora,,
http://www.wikidata.org/entity/Q12754463,Laogore,,"personaggio della mitologia greca, figlia di Cinira"
http://www.wikidata.org/entity/Q70202866,Laomedia,,
http://www.wikidata.org/entity/Q332324,Laomedonte,,"re di Troia nella mitologia greca, figlio di Ilo"
http://www.wikidata.org/entity/Q91121094,Laomedonte,,
http://www.wikidata.org/entity/Q28708026,Laonito,,
http://www.wikidata.org/entity/Q22965489,Laonome,,"personaggio della mitologia greca, moglie di Odedoco"
http://www.wikidata.org/entity/Q18410650,Laonome,,"personaggio della mitologia greca, figlia di Guneo"
http://www.wikidata.org/entity/Q18410648,Laonome,,"personaggio della mitologia greca, figlia di Anfitrione"
http://www.wikidata.org/entity/Q1206546,Laotoe,,"personaggio della mitologia greca, figlia di Alte e moglie di Priamo"
http://www.wikidata.org/entity/Q60543538,Laotoe,,
http://www.wikidata.org/entity/Q16653185,Lapite,,"personaggio della mitologia greca, padre di Diomeda"
http://www.wikidata.org/entity/Q1670657,Lapite,,"personaggio della mitologia greca, figlio di Eolo"
http://www.wikidata.org/entity/Q1805777,Lapite,Lapithes,"personaggio della mitologia greca, figlio di Apollo"
http://www.wikidata.org/entity/Q12879991,Larino,,
http://www.wikidata.org/entity/Q3827232,Las,,
http://www.wikidata.org/entity/Q106305934,Lasio,,
http://www.wikidata.org/entity/Q779406,Latino,,personaggio della mitologia classica
http://www.wikidata.org/entity/Q3218512,Latino,,"personaggio della mitologia greca, figlio di Zeus"
http://www.wikidata.org/entity/Q16331627,Latrami,Latramys,"personaggio della mitologia greca, figlio di Dioniso"
http://www.wikidata.org/entity/Q107552580,Latreo,,centauro nella mitologia greca
http://www.wikidata.org/entity/Q12880073,Latria,,"personaggio della mitologia greca, figlia di Tersandro"
http://www.wikidata.org/entity/Q10316761,Leandro,,"personaggio della mitologia greca, amante di Ero"
http://www.wikidata.org/entity/Q12754538,Leanira,,
http://www.wikidata.org/entity/Q1462644,Learco,,personaggio della mitologia greca
http://www.wikidata.org/entity/Q28224981,Lechete,,"personaggio della mitologia greca, figlio di Poseidone"
http://www.wikidata.org/entity/Q182019,Leda,,"personaggio della mitologia greca, figlia di Testio e moglie di Tindaro"
http://www.wikidata.org/entity/Q6519945,Leimone,Leimonide,"personaggio della mitologia greca, figlia di Ippomene"
http://www.wikidata.org/entity/Q3830028,Leimone,Limone,"personaggio della mitologia greca, figlio di Tegeate"
http://www.wikidata.org/entity/Q3830033,Leiocrito,Leocrito,"personaggio della mitologia greca, figlio di Arisbante"
http://www.wikidata.org/entity/Q2393201,Leipefilene,,"personaggio della mitologia greca, figlia di Iolao"
http://www.wikidata.org/entity/Q2194100,Leito,,"personaggio della mitologia greca, figlio di Alettore"
http://www.wikidata.org/entity/Q1419059,Lelego,,re di Laconia nella mitologia greca
http://www.wikidata.org/entity/Q1657298,Lelego,,"re di Megara nella mitologia greca, figlio di Poseidone"
http://www.wikidata.org/entity/Q1290635,Lelego,,
http://www.wikidata.org/entity/Q1816670,Lelego,,
http://www.wikidata.org/entity/Q3830167,Leneo,,
http://www.wikidata.org/entity/Q611509,Leocede,"Lacede, Laceda",re di Argo nella mitologia greca
http://www.wikidata.org/entity/Q91121893,Leocrito,,
http://www.wikidata.org/entity/Q3830290,Leode,,"personaggio della mitologia greca, uno dei pretendenti di Penelope"
http://www.wikidata.org/entity/Q3830288,Leodoco,Laodoco,"personaggio della mitologia greca, Argonauta figlio di Biante"
http://www.wikidata.org/entity/Q16328683,Leodoco,,
http://www.wikidata.org/entity/Q199438,Leone di Nemea,Leone Nemeo,creatura dell'antica mitologia greca
http://www.wikidata.org/entity/Q440230,Leonte,,re di Sparta
http://www.wikidata.org/entity/Q15825637,Leonte,,"personaggio della mitologia greca, figlio di Colono"
http://www.wikidata.org/entity/Q4258941,Leonte,Leo,"personaggio della mitologia greca, eroe attico"
http://www.wikidata.org/entity/Q1819543,Leonteo,,"re dei Lapiti nella mitologia greca, figlio di Corono"
http://www.wikidata.org/entity/Q3830648,Leontofono,,"personaggio della mitologia greca, figlio di Odisseo"
http://www.wikidata.org/entity/Q3830649,Leontofrone,Eurialo,"personaggio della mitologia greca, figlio di Odisseo ed Evippe figlia di Tirimma"
http://www.wikidata.org/entity/Q15206125,Leontomene,,"personaggio della mitologia greca, figlio di Tisameno"
